,id,year,input_x,id2,year2,input_y,relationship,relationship_v2,penjelasan
3387,2012-B5P1A- 10,2012,<blok> Pendidikan </blok><pertanyaan> Bagaimana tingkat pendidikan tertinggi yang telah diselesaikan (NAMA) ? </pertanyaan><jawaban>  Paket C  </jawaban>,2015-B5_R16B-26,2015,<blok> Pekerjaan utama </blok><pertanyaan> Seberapa lama (NAMA) mencari pekerjaan atau mempersiapkan usaha?  </pertanyaan><jawaban>  26 bulan </jawaban>,tidak ada hubungan,tidak ada hubungan,"Pendidikan mengukur tingkat kualifikasi yang telah diselesaikan, sedangkan durasi pekerjaan mengukur waktu yang dihabiskan untuk mencari atau mempersiapkan pekerjaan; dua variabel ini merepresentasikan aspek yang berbeda (kualifikasi vs. waktu aktivitas) dan tidak saling mempengaruhi secara langsung."
126,2012-B5P1A- 11,2012,<blok> Pendidikan </blok><pertanyaan> Sebutkan tingkat pendidikan tertinggi yang telah Anda selesaikan (NAMA) ? </pertanyaan><jawaban>  Diploma I/II  </jawaban>,2017-b5_r1a-12,2017,<blok> Ciri-ciri umum </blok><pertanyaan> Ijazah atau STTB tertinggi apa yang dimiliki (NAMA) ? </pertanyaan><jawaban> Diploma I atau II </jawaban>,equivalent,equivalen,"Karena keduanya menyatakan hal yang sama: blok “Pendidikan” dan “Ciri‑ciri umum” merujuk pada konteks pendidikan; frasa “Ijazah atau STTB” dan “Ijazah/STTB” memiliki arti yang identik; serta jawaban “Diploma I/II” dan “Diploma I atau II” menyatakan tingkat pendidikan yang sama. Jadi, secara semantik kedua kalimat tersebut setara."
211,2010-HUB- 4,2010,<blok> Informasi anggota rumah tangga </blok><pertanyaan> Hubungan dengan kepala rumah tangga (kode) </pertanyaan><jawaban> MENANTU  </jawaban>,2017-b4_k3-4,2017,<blok> Daftar anggota keluarga </blok><pertanyaan> Keterkaitan dengan Kepala Rumah Tangga (isi kode) </pertanyaan><jawaban> Anak pernikahan </jawaban>,equivalent,equivalen,"Kedua contoh menyatakan hubungan keluarga antara anggota rumah tangga dan kepala rumah tangga. “MENANTU” dan “Anak pernikahan” adalah sinonim yang sama artinya; keduanya berarti anak perempuan atau anak laki‑laki suami/istri. Dengan demikian, data <pertanyaan> dan <jawaban> setara semantik."
4007,2017-b4_k3-9,2017,<blok> Informasi anggota keluarga </blok><pertanyaan> Hubungan dengan Pemimpin Rumah Tangga </pertanyaan><jawaban> Supir / Tukang Kebun </jawaban>,2015-B5_R24-1,2015,<blok> Riwayat pekerjaan </blok><pertanyaan> Apakah (NAMA) tidak lagi bekerja atau berpindah kerja setelah tanggal 31 Agustus 2009? </pertanyaan><jawaban>  Ya </jawaban>,tidak ada hubungan,tidak ada hubungan,"Informasi anggota keluarga dan hubungan dengan kepala rumah tangga berfokus pada status keluarga, sedangkan riwayat pekerjaan berhubungan dengan status profesional; kedua kategori ini mencakup domain berbeda dan tidak saling terkait."
3888,2010-B5P19_3-1,2010,<blok> Aktivitas mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Langkah apa saja yang pernah dilakukan (NAMA) dalam mencari pekerjaan atau mempersiapkan usaha? (Melamar menggunakan iklan) </pertanyaan><jawaban> Ya </jawaban>,2015-B5_R16B-5,2015,<blok> Tugas utama </blok><pertanyaan> Berapa waktu yang dibutuhkan (NAMA) untuk mencari pekerjaan atau mempersiapkan usaha? </pertanyaan><jawaban> Lima bulan </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kedua blok meminta informasi yang berbeda: satu mengajukan pertanyaan tentang langkah yang pernah dilakukan (jawaban Ya/Tidak) sementara yang lain menanyakan durasi yang dibutuhkan (jawaban berupa angka). Karena tipe data dan fokus pertanyaan berbeda, tidak ada hubungan semantik antara kedua blok."
168,2012-B5P19-1,2012,<blok>Aktivitas mencari pekerjaan atau menyiapkan usaha</blok><pertanyaan>Apakah alasan utama (NAMA) untuk mencari pekerjaan atau mempersiapkan usaha?</pertanyaan><jawaban>Lulus sekolah atau tidak lagi bersekolah</jawaban>,2017-b5_r18-1,2017,<blok>Aktivitas mencari pekerjaan atau menyiapkan usaha</blok><pertanyaan>Apakah alasan utama (NAMA) untuk mencari pekerjaan atau mempersiapkan usaha?</pertanyaan><jawaban>Lulus sekolah atau tidak lagi bersekolah</jawaban>,equivalent,equivalen,"Keduanya menyatakan aktivitas mencari pekerjaan/mempersiapkan usaha, menanyakan alasan utama (NAMA) yang sama, dan memberikan jawaban identik, sehingga makna keseluruhan tetap sama; variasi kata dan tanda baca tidak mengubah konteks semantik."
1208,2012-B5P20_2- 4,2012,<blok> Aktivitas pencarian kerja / persiapan usaha </blok><pertanyaan> Langkah-langkah apa yang pernah diambil (NAMA) dalam mencari pekerjaan/mempersiapkan usaha? (Menghubungi perusahaan/kantor) </pertanyaan><jawaban> Tidak </jawaban>,2020-r24b-2,2020,"<blok> Aktivitas pencarian kerja atau persiapan usaha </blok>
<pertanyaan> Selama tujuh hari terakhir, apakah Anda telah menghubungi perusahaan, memperbarui, dan mengirim CV, biodata, atau profil bisnis? </pertanyaan>
<jawaban> Tidak </jawaban>",equivalent,equivalen,"Kedua pertanyaan menanyakan aktivitas pencarian kerja/mempersiapkan usaha dengan menyoroti tindakan menghubungi perusahaan, memperbarui, dan mengirim CV/biodata/profil; makna dan fokusnya secara semantik sama."
1291,2015-B4_K4-2,2015,<blok>Informasi anggota keluarga</blok><pertanyaan>Jenis kelamin</pertanyaan><jawaban>Perempuan</jawaban>,2020-k4-2,2020,<blok> Daftar anggota keluarga </blok><pertanyaan> Gender </pertanyaan><jawaban> Wanita </jawaban>,equivalent,equivalen,"Keduanya menyampaikan informasi yang sama: daftar anggota keluarga/rumah tangga, jenis kelamin (perempuan/wanita)."
2041,2017-b5_r1a-4,2017,<blok> Ciri-ciri umum </blok><pertanyaan> Apa gelar atau STTB tertinggi yang Anda miliki (NAMA)? </pertanyaan><jawaban> SD/MI </jawaban>,2015-B5_R1A-3,2015,<blok> Pendidikan </blok><pertanyaan> Pendidikan tertinggi apa yang telah Anda selesaikan (NAMA)? </pertanyaan><jawaban> SD/Ibtidaiyah </jawaban>,lebih khusus dari,lebih detail,"Karena kategori “SD/Ibtidaiyah” mencakup semua jenjang SD, termasuk “SD/MI” dan sekolah setara, sehingga pertanyaan “Apa gelar atau STTB tertinggi yang Anda miliki (NAMA)?” secara semantik lebih spesifik dan detail dibandingkan “Pendidikan tertinggi apa yang telah Anda selesaikan (NAMA)?”."
2636,2010-B5P14C-1,2010,<blok> Tugas utama </blok><pertanyaan> Berapa jarak antara rumah dan tempat kerja? </pertanyaan><jawaban> kurang dari 10 km </jawaban>,2015-B5_R8B-77,2015,<blok> Aktivitas satu minggu lalu </blok><pertanyaan> Berapa total jam kerja dari semua pekerjaan setiap hari dalam tujuh hari terakhir? </pertanyaan><jawaban> 77 jam </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kedua kategori membahas aspek yang berbeda: satu berfokus pada jarak (lokasi) antara rumah dan tempat kerja, sementara yang lain berfokus pada total jam kerja harian (waktu). Karena topik tersebut berbeda, tidak ada hubungan semantik antara keduanya."
22,2010-B5P1A- 7,2010,<blok> Ilmu Pendidikan </blok><pertanyaan> Berapa tingkat pendidikan tertinggi yang telah diselesaikan (NAMA)? </pertanyaan><jawaban> Sekolah Menengah Kejuruan </jawaban>,2012-B5P1A- 9,2012,<blok> Pendidikan </blok><pertanyaan> Apa jenjang pendidikan tertinggi yang telah diselesaikan (NAMA)? </pertanyaan><jawaban> SMK </jawaban>,equivalent,equivalen,"Kedua blok menyatakan jenjang pendidikan tertinggi yang telah diselesaikan oleh NAMA; istilah “Ilmu Pendidikan” dan “Pendidikan” merujuk pada domain yang sama, “tingkat pendidikan” dan “jenjang pendidikan” adalah sinonim, serta “SMK” dan “Sekolah Menengah Kejuruan” identik, sehingga maknanya sama."
838,2012-B5P21A- 24,2012,<blok> Kegiatan mencari pekerjaan/mempersiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan/mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban> 24 tahun </jawaban>,2015-B5_R21A-24,2015,<blok> Kegiatan mencari pekerjaan/mempersiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan/mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban> 24 tahun </jawaban>,equivalent,equivalen,"Keduanya menyampaikan pertanyaan dan jawaban yang identik, sehingga makna semantik sama; perbedaan hanya pada frasa tambahan yang tidak mengubah arti."
2655,2017-b5_r8-5,2017,<blok>  </blok><pertanyaan> Apa alasan utama Anda tidak bekerja satu minggu lalu? </pertanyaan><jawaban> Kebijakan jam kerja </jawaban>,2017-b5_r37c-4,2017,<blok> Tugas utama </blok><pertanyaan> Berapa jarak antara rumah dan kantor? </pertanyaan><jawaban> Tidak Diketahui </jawaban>,tidak ada hubungan,tidak ada hubungan,"Karena satu set berfokus pada alasan tidak bekerja (kebijakan jam kerja), sedangkan set lainnya berfokus pada jarak tempuh ke kantor; topik, konteks, dan kategori berbeda."
3698,2010-B5P2A3- 2,2010,"<blok> Kegiatan minggu lalu </blok><pertanyaan> Dalam minggu terakhir, apakah (NAMA) menangani pekerjaan rumah? </pertanyaan><jawaban> TIDAK </jawaban>",2015-B5_R21A-39,2015,<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban> 39 tahun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kegiatan minggu lalu mencakup aktivitas harian dalam satu minggu, sedangkan mencari pekerjaan/mempersiapkan usaha adalah aktivitas jangka panjang; karena periode dan konteks berbeda, tidak ada hubungan."
1477,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,2012-B5P14THN- 10,2012,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi saat ini? (tahun) </pertanyaan><jawaban> 10 tahun </jawaban>,lebih umum dari,lebih agregat,"Karena “10 tahun” merupakan nilai numerik spesifik yang secara otomatis termasuk dalam kategori “Lebih dari satu tahun”, sehingga pernyataan “Lebih dari satu tahun” lebih agregat (lebih umum) dibandingkan “10 tahun”."
2138,2012-B5P16B- 97,2012,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) membutuhkan waktu untuk mencari pekerjaan atau menyiapkan usaha? </pertanyaan><jawaban> 97 bulan </jawaban>,2015-B5_R15C-4,2015,<blok> Tugas utama </blok><pertanyaan> Berapa jarak tempuh antara rumah dan tempat kerja? </pertanyaan><jawaban> TT </jawaban>,tidak ada hubungan,tidak ada hubungan,"Jawaban pertama mengukur durasi proses pencarian atau persiapan usaha, sedangkan jawaban kedua mengukur jarak fisik antara rumah dan tempat kerja; satu mengukur waktu, satu mengukur ruang, sehingga tidak memiliki hubungan semantik."
1094,2010-B5P3- 2,2010,"<blok> Aktivitas minggu lalu </blok><pertanyaan> Apakah (NAMA) memiliki pekerjaan atau usaha, namun tidak bekerja selama seminggu terakhir? </pertanyaan><jawaban> TIDAK </jawaban>",2015-B5_R3-2,2015,"<blok> Kegiatan dalam satu minggu terakhir </blok><pertanyaan> Apakah (NAMA) memiliki pekerjaan atau usaha, namun selama seminggu terakhir tidak bekerja? </pertanyaan><jawaban> Tidak </jawaban>",equivalent,equivalen,"Karena semua frasa tersebut menyampaikan makna yang sama: apakah (NAMA) memiliki pekerjaan atau usaha, namun dalam satu minggu terakhir tidak melakukan pekerjaan. Perbedaan terletak pada pilihan kata dan susunan kalimat, bukan pada inti maknanya."
2293,2012-B5P16B- 70,2012,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sedang mencari pekerjaan atau menyiapkan usaha? </pertanyaan><jawaban> 70 bulan </jawaban>,2012-B5P3-1,2012,"<blok> Kegiatan selama seminggu terakhir </blok><pertanyaan> Apakah (NAMA) memiliki pekerjaan atau usaha, namun tidak bekerja dalam seminggu terakhir? </pertanyaan><jawaban> Ya </jawaban>",tidak ada hubungan,tidak ada hubungan,"Pernyataan pertama mengukur durasi total pencarian pekerjaan atau persiapan usaha (70 bulan), sedangkan pernyataan kedua menyatakan status kerja dalam seminggu terakhir (ya tidak bekerja). Dimensi waktu dan konteks berbeda; satu mengukur periode historis, satu mengukur kondisi saat ini, sehingga tidak berhubungan secara semantik."
3741,2012-B5P16B- 23,2012,<blok> Tugas utama </blok><pertanyaan> Berapa waktu yang dibutuhkan (NAMA) untuk mencari kerja atau mempersiapkan usaha?  </pertanyaan><jawaban>  23 bulan </jawaban>,2015-B5_R14T-81,2015,<blok> Pekerjaan inti </blok><pertanyaan> Sejak kapan (NAMA) sudah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 81 tahun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Mengingat bahwa “Berapa waktu yang dibutuhkan (NAMA) untuk mencari kerja atau mempersiapkan usaha” menggambarkan fase pencarian atau persiapan, sedangkan “Sejak kapan (NAMA) sudah bekerja di posisi ini?” mengukur durasi posisi saat ini, keduanya menilai aspek berbeda siklus karir sehingga tidak saling terkait secara semantik."
826,2012-B5P21A- 12,2012,<blok> Aktivitas mencari pekerjaan atau menyiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) butuh untuk mencari pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban> 12 tahun </jawaban>,2015-B5_R21A-12,2015,<blok> Aktivitas mencari pekerjaan atau menyiapkan usaha </blok><pertanyaan> Berapa lama (NAMA) butuh untuk mencari pekerjaan atau mempersiapkan usaha baru? (Tahun) </pertanyaan><jawaban> 12 tahun </jawaban>,equivalent,equivalen,"Kedua pasangan blok, pertanyaan, dan jawaban tersebut setara secara semantik karena unsur <blok> dan <pertanyaan> hanya menggunakan sinonim atau frasa yang setara (misalnya “mencari pekerjaan atau menyiapkan usaha” ≡ “mencari pekerjaan/mempersiapkan usaha” dan “mencari pekerjaan atau mempersiapkan usaha baru” ≡ “mencari pekerjaan/mempersiapkan usaha”) sehingga makna inti dan konteksnya tetap sama, sehingga <jawaban> “12 tahun” merujuk pada hal yang identik di semua versi."
4135,2012-B5P16B- 40,2012,"<blok> Pekerjaan Utama </blok>
<pertanyaan> Berapa waktu yang diperlukan (NAMA) untuk mencari pekerjaan atau menyiapkan usaha? </pertanyaan>
<jawaban> 40 bulan </jawaban>",2015-B5_R21A-25,2015,"<blok> Aktivitas mencari pekerjaan atau menyiapkan usaha </blok>
<pertanyaan> Berapa lama (NAMA) dalam proses mencari pekerjaan atau menyiapkan usaha baru? (Tahun) </pertanyaan>
<jawaban> 25 tahun </jawaban>",tidak ada hubungan,tidak ada hubungan,"Kategori pertama mengacu pada waktu yang dibutuhkan untuk **pekerjaan utama** (40 bulan), sedangkan kategori kedua mengacu pada durasi aktivitas pencarian atau persiapan **usaha baru** (25 tahun). Karena konteks dan unit waktunya berbeda, kedua kategori tidak berhubungan semantik."
2323,2015-B5_R14T-0,2015,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi saat ini? (tahun) </pertanyaan><jawaban> 0 tahun </jawaban>,2020-r29a-2,2020,<blok> Pengalaman profesional </blok><pertanyaan> Apakah Anda pernah berhenti bekerja antara Agustus 2019 dan Agustus 2020? </pertanyaan><jawaban> Tidak </jawaban>,tidak ada hubungan,tidak ada hubungan,"Pertanyaan lamanya di posisi saat ini mengukur durasi kerja dalam satu jabatan, sedangkan pertanyaan tentang berhenti kerja pada periode tertentu menilai adanya jeda pekerjaan; keduanya menyasar aspek berbeda sehingga tidak memiliki hubungan semantik."
1967,2012-B5P1A- 10,2012,<blok> Pendidikan </blok><pertanyaan> Bagaimana tingkat pendidikan tertinggi yang telah diselesaikan (NAMA) ? </pertanyaan><jawaban>  Paket C  </jawaban>,2020-r6a-4,2020,<blok>  </blok><pertanyaan> Gelar pendidikan tertinggi apa yang Anda capai? </pertanyaan><jawaban>  SMA/MA/SMLB/Paket </jawaban>,lebih khusus dari,lebih detail,"Karena ""<blok> Pendidikan <pertanyaan> Bagaimana tingkat pendidikan tertinggi yang telah diselesaikan (NAMA) ? </pertanyaan><jawaban> Paket C </jawaban>"" menyebutkan jenjang pendidikan spesifik, sedangkan ""<blok> <pertanyaan> Gelar pendidikan tertinggi apa yang Anda capai? </pertanyaan><jawaban> SMA/MA/SMLB/Paket </jawaban>"" hanya menampilkan kategori yang mencakup Paket C dan jenjang setara lainnya."
722,2012-B5P16B- 32,2012,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan atau mempersiapkan usaha?  </pertanyaan><jawaban>  32 bulan </jawaban>,2015-B5_R16B-32,2015,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan atau mempersiapkan usaha?  </pertanyaan><jawaban>  32 bulan </jawaban>,equivalent,equivalen,"Karena kedua teks memiliki struktur tag dan isi yang identik; perbedaan hanya pada spasi, karakter “/” di dalam tag, atau penggunaan tanda hubung di antara kata “mencari” dan “mempersiapkan”, yang tidak memengaruhi makna atau konteks kalimat. Semantik tetap sama."
1924,2015-B5_R14T-86,2015,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di jabatan ini? (tahun) </pertanyaan><jawaban> 86 tahun </jawaban>,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,lebih khusus dari,lebih detail,"Jawaban 86 tahun memberikan nilai numerik spesifik, sementara “lebih dari satu tahun” hanya menyatakan kategori umum yang mencakup 86 tahun, sehingga lebih detail."
309,2015-B4_K4-2,2015,<blok>Informasi anggota keluarga</blok><pertanyaan>Jenis kelamin</pertanyaan><jawaban>Perempuan</jawaban>,2017-b4_k4-2,2017,<blok> Daftar anggota keluarga </blok><pertanyaan> Gender </pertanyaan><jawaban> Wanita </jawaban>,equivalent,equivalen,"Tag <blok> menandakan “informasi anggota keluarga” dan <blok> “daftar anggota keluarga” memiliki makna yang sama;  
<pertanyaan> “Jenis kelamin” dan <pertanyaan> “Gender” serta <jawaban> “Perempuan” dan <jawaban> “Wanita” adalah sinonim yang merujuk pada jenis kelamin perempuan.  
Kapan pun tag dan isi teks berbeda hanya dalam kata atau kapitalisasi, makna semantik tetap identik."
807,2012-B5P20_5- 2,2012,"<blok> Aktivitas mencari pekerjaan atau mempersiapkan bisnis </blok>
<pertanyaan> Langkah apa saja yang pernah Anda lakukan (NAMA) ketika mencari pekerjaan atau menyiapkan usaha? (mengumpulkan dana) </pertanyaan>
<jawaban> Tidak </jawaban>",2015-B5_R205-2,2015,<blok> Aktivitas mencari kerja/mempersiapkan bisnis </blok><pertanyaan> Langkah-langkah apa yang pernah dilakukan (NAMA) untuk mencari pekerjaan atau mempersiapkan usaha? (pengumpulan modal) </pertanyaan><jawaban> Tidak </jawaban>,equivalent,equivalen,"Kedua kalimat tersebut memiliki makna identik karena unsur-unsur (kegiatan, pertanyaan, jawaban) menyampaikan hal yang sama—langkah mencari kerja/mempersiapkan usaha dan mengumpulkan modal—meskipun menggunakan kata variasi."
2421,2012-SEK- 3,2012,<blok> Informasi tentang anggota keluarga </blok><pertanyaan> Keterlibatan sekolah (kode) </pertanyaan><jawaban> Tergabung dalam pendidikan non formal </jawaban>,2015-B5_R16B-37,2015,<blok> Tugas utama </blok><pertanyaan> Berapa waktu yang diperlukan (NAMA) untuk mencari pekerjaan atau menyiapkan usaha? </pertanyaan><jawaban> 37 bulan </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kategori “Informasi tentang anggota keluarga” (atau “Keterangan anggota rumah tangga”) bersifat deskriptif tentang struktur keluarga dan tidak mempengaruhi atau mengukur durasi kegiatan pencarian kerja atau persiapan usaha, sehingga tidak ada hubungan semantik dengan kategori “Tugas utama” (atau “Pekerjaan utama”) yang menyatakan lamanya proses pencarian kerja/menyiapkan usaha (mis. 37 bulan).  
Hal yang sama berlaku untuk pasangan blok “Partisipasi sekolah (kode)” dan “Berapa waktu yang diperlukan untuk mencari pekerjaan atau menyiapkan usaha?” karena keduanya mengukur aspek yang berbeda: satu mengukur status pendidikan, satu mengukur durasi pencarian pekerjaan."
